,,,,,,,,,,,,,,,,,,,,,,,,,
Market Snapshot,,,,,,,,,,,,,,,,,,,,,,,,,
Date: 19-04-2025 to 19-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Hour,Time Block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,,,,,,,,,,,,,,,,,,
26-04-2025,21,20:15 - 20:30,29951.20,1048.60,1048.60,1048.60,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,21,20:30 - 20:45,31499.50,981.20,981.20,981.20,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,21,20:45 - 21:00,31889.10,990.00,990.00,990.00,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,22,21:00 - 21:15,33122.90,1008.40,1008.40,1008.40,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,22,21:15 - 21:30,32926.40,973.10,973.09,973.09,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,22,21:30 - 21:45,32887.70,1002.00,1002.00,1002.00,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,22,21:45 - 22:00,33142.10,968.70,968.70,968.70,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,23,22:00 - 22:15,34247.90,936.20,936.19,936.19,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,23,22:15 - 22:30,35703.40,918.90,918.89,918.89,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,23,22:30 - 22:45,37393.00,887.70,887.70,887.70,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,23,22:45 - 23:00,37560.30,888.60,888.59,888.59,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,24,23:00 - 23:15,38096.80,871.00,870.98,870.98,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,24,23:15 - 23:30,38186.60,878.10,878.10,878.10,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,24,23:30 - 23:45,37298.20,876.40,876.39,876.39,10000.00,,,,,,,,,,,,,,,,,,
26-04-2025,24,23:45 - 24:00,35435.80,879.40,879.40,879.40,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,1,00:00 - 00:15,25802.70,1213.70,1213.69,1213.69,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,1,00:15 - 00:30,26007.70,1237.50,1237.48,1237.48,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,1,00:30 - 00:45,25732.90,1263.80,1263.80,1263.80,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,1,00:45 - 01:00,25361.40,1287.60,1287.60,1287.60,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,2,01:00 - 01:15,19975.10,1315.10,1315.10,1315.10,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,2,01:15 - 01:30,19182.70,1429.60,1429.60,1429.60,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,2,01:30 - 01:45,18227.40,1494.10,1494.10,1494.10,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,2,01:45 - 02:00,17097.30,1582.50,1582.48,1582.48,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,3,02:00 - 02:15,13832.00,1750.40,1750.38,1750.38,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,3,02:15 - 02:30,13179.70,1796.80,1796.80,1796.80,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,3,02:30 - 02:45,12848.00,1846.80,1846.80,1846.80,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,3,02:45 - 03:00,12848.80,1900.90,1900.90,1900.90,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,4,03:00 - 03:15,12670.50,1969.00,1969.00,1969.00,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,4,03:15 - 03:30,12374.20,2047.10,2047.10,2047.10,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,4,03:30 - 03:45,12207.00,2033.10,2033.10,2033.10,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,4,03:45 - 04:00,12109.90,2225.20,2225.20,2225.20,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,5,04:00 - 04:15,12048.40,2692.10,2692.10,2692.10,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,5,04:15 - 04:30,11804.30,2757.80,2757.80,2757.80,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,5,04:30 - 04:45,11902.10,2804.70,2804.70,2804.70,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,5,04:45 - 05:00,11998.70,2845.80,2845.79,2845.79,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,6,05:00 - 05:15,12913.50,4057.70,4057.70,4057.70,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,6,05:15 - 05:30,12865.20,4048.10,4048.10,4048.10,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,6,05:30 - 05:45,12552.60,4489.20,4489.20,4489.20,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,6,05:45 - 06:00,12858.10,4802.20,4629.95,4629.95,9326.17,,,,,,,,,,,,,,,,,,
27-04-2025,7,06:00 - 06:15,12666.60,5092.20,4536.50,4536.50,8300.79,,,,,,,,,,,,,,,,,,
27-04-2025,7,06:15 - 06:30,12398.30,5406.30,4852.90,4852.90,7180.81,,,,,,,,,,,,,,,,,,
27-04-2025,7,06:30 - 06:45,11170.10,6032.90,5186.90,5186.90,6700.66,,,,,,,,,,,,,,,,,,
27-04-2025,7,06:45 - 07:00,10735.90,7055.70,5803.20,5803.20,5199.60,,,,,,,,,,,,,,,,,,
27-04-2025,8,07:00 - 07:15,10136.30,9991.90,5994.80,5994.80,4169.15,,,,,,,,,,,,,,,,,,
27-04-2025,8,07:15 - 07:30,9291.20,11773.10,5659.50,5659.50,3698.50,,,,,,,,,,,,,,,,,,
27-04-2025,8,07:30 - 07:45,8231.20,14320.80,5182.00,5182.00,3428.30,,,,,,,,,,,,,,,,,,
27-04-2025,8,07:45 - 08:00,7696.30,16654.70,5013.60,5013.60,3198.92,,,,,,,,,,,,,,,,,,
27-04-2025,9,08:00 - 08:15,6888.10,20814.10,4575.90,4575.90,2839.20,,,,,,,,,,,,,,,,,,
27-04-2025,9,08:15 - 08:30,6949.60,22638.50,4677.00,4677.00,2500.64,,,,,,,,,,,,,,,,,,
27-04-2025,9,08:30 - 08:45,6884.30,25062.80,5197.50,5197.50,2000.39,,,,,,,,,,,,,,,,,,
27-04-2025,9,08:45 - 09:00,6465.00,26851.80,5205.20,5205.20,1500.90,,,,,,,,,,,,,,,,,,
27-04-2025,10,09:00 - 09:15,6445.80,26847.20,5517.00,5517.00,1439.48,,,,,,,,,,,,,,,,,,
27-04-2025,10,09:15 - 09:30,6094.40,27294.00,5359.00,5359.00,1439.13,,,,,,,,,,,,,,,,,,
27-04-2025,10,09:30 - 09:45,6055.50,27493.40,5336.00,5336.00,1439.25,,,,,,,,,,,,,,,,,,
27-04-2025,10,09:45 - 10:00,5992.00,27559.10,5272.60,5272.60,1439.10,,,,,,,,,,,,,,,,,,
27-04-2025,11,10:00 - 10:15,5872.60,28771.90,5220.40,5220.40,1000.04,,,,,,,,,,,,,,,,,,
27-04-2025,11,10:15 - 10:30,5908.90,29120.70,5214.39,5214.39,1000.24,,,,,,,,,,,,,,,,,,
27-04-2025,11,10:30 - 10:45,5946.30,30004.10,5041.50,5041.50,1250.20,,,,,,,,,,,,,,,,,,
27-04-2025,11,10:45 - 11:00,5991.60,29659.20,5019.20,5019.20,1250.87,,,,,,,,,,,,,,,,,,
27-04-2025,12,11:00 - 11:15,5708.60,30798.70,4995.50,4995.50,1250.15,,,,,,,,,,,,,,,,,,
27-04-2025,12,11:15 - 11:30,5777.90,31550.80,4980.50,4980.50,1250.99,,,,,,,,,,,,,,,,,,
27-04-2025,12,11:30 - 11:45,5810.70,31905.10,4974.50,4974.50,1400.15,,,,,,,,,,,,,,,,,,
27-04-2025,12,11:45 - 12:00,5916.70,32505.90,4994.30,4994.30,1439.06,,,,,,,,,,,,,,,,,,
27-04-2025,13,12:00 - 12:15,5718.00,33019.00,4937.90,4937.90,1250.84,,,,,,,,,,,,,,,,,,
27-04-2025,13,12:15 - 12:30,5826.10,33054.90,4915.50,4915.50,1400.89,,,,,,,,,,,,,,,,,,
27-04-2025,13,12:30 - 12:45,5864.90,33384.50,4941.80,4941.80,1439.08,,,,,,,,,,,,,,,,,,
27-04-2025,13,12:45 - 13:00,5935.80,33813.50,5012.60,5012.60,1439.24,,,,,,,,,,,,,,,,,,
27-04-2025,14,13:00 - 13:15,6043.80,34155.80,5120.60,5120.60,1439.32,,,,,,,,,,,,,,,,,,
27-04-2025,14,13:15 - 13:30,6167.00,34260.20,5218.60,5218.60,1439.59,,,,,,,,,,,,,,,,,,
27-04-2025,14,13:30 - 13:45,6499.20,34127.20,5461.50,5461.50,1500.44,,,,,,,,,,,,,,,,,,
27-04-2025,14,13:45 - 14:00,6756.20,33822.10,5466.20,5466.20,1638.12,,,,,,,,,,,,,,,,,,
27-04-2025,15,14:00 - 14:15,7604.50,32853.30,6071.20,6071.20,1800.28,,,,,,,,,,,,,,,,,,
27-04-2025,15,14:15 - 14:30,7995.50,32486.80,6057.00,6057.00,2000.13,,,,,,,,,,,,,,,,,,
27-04-2025,15,14:30 - 14:45,8673.50,29370.90,6571.90,6571.90,2132.27,,,,,,,,,,,,,,,,,,
27-04-2025,15,14:45 - 15:00,9008.40,27850.80,6905.40,6905.40,2132.96,,,,,,,,,,,,,,,,,,
27-04-2025,16,15:00 - 15:15,9507.20,25920.50,7168.50,7168.50,2249.11,,,,,,,,,,,,,,,,,,
27-04-2025,16,15:15 - 15:30,9933.30,25418.20,7593.70,7593.70,2268.46,,,,,,,,,,,,,,,,,,
27-04-2025,16,15:30 - 15:45,10402.90,25258.20,7812.40,7812.40,2268.87,,,,,,,,,,,,,,,,,,
27-04-2025,16,15:45 - 16:00,10300.70,24934.70,7717.80,7717.80,2268.65,,,,,,,,,,,,,,,,,,
27-04-2025,17,16:00 - 16:15,10694.80,24246.90,7960.60,7960.60,2395.34,,,,,,,,,,,,,,,,,,
27-04-2025,17,16:15 - 16:30,10785.10,22664.60,8053.00,8053.00,2395.67,,,,,,,,,,,,,,,,,,
27-04-2025,17,16:30 - 16:45,10701.40,20735.30,7902.90,7902.90,2500.18,,,,,,,,,,,,,,,,,,
27-04-2025,17,16:45 - 17:00,10440.90,19615.70,7328.90,7328.90,2700.17,,,,,,,,,,,,,,,,,,
27-04-2025,18,17:00 - 17:15,9537.50,17286.50,6446.50,6446.50,2703.98,,,,,,,,,,,,,,,,,,
27-04-2025,18,17:15 - 17:30,9194.40,15828.00,6004.20,6004.20,2899.95,,,,,,,,,,,,,,,,,,
27-04-2025,18,17:30 - 17:45,8961.80,14279.30,5706.00,5706.00,2953.48,,,,,,,,,,,,,,,,,,
27-04-2025,18,17:45 - 18:00,9283.60,11905.40,5019.90,5019.90,3422.96,,,,,,,,,,,,,,,,,,
27-04-2025,19,18:00 - 18:15,7948.10,9260.50,4424.19,4424.19,3499.73,,,,,,,,,,,,,,,,,,
27-04-2025,19,18:15 - 18:30,7955.60,8046.10,3790.90,3790.90,3969.42,,,,,,,,,,,,,,,,,,
27-04-2025,19,18:30 - 18:45,10240.30,7038.70,4282.60,4282.60,4601.49,,,,,,,,,,,,,,,,,,
27-04-2025,19,18:45 - 19:00,11146.30,6172.30,4545.70,4545.70,5250.91,,,,,,,,,,,,,,,,,,
27-04-2025,20,19:00 - 19:15,10854.60,3327.20,3322.20,3322.20,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,20,19:15 - 19:30,11079.40,2888.10,2883.10,2883.10,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,20,19:30 - 19:45,11626.10,2539.30,2534.30,2534.30,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,20,19:45 - 20:00,11650.00,2531.60,2526.59,2526.59,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,21,20:00 - 20:15,11319.20,2496.10,2491.10,2491.10,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,21,20:15 - 20:30,11294.00,2491.10,2486.10,2486.10,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,21,20:30 - 20:45,11880.90,2070.50,2065.50,2065.50,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,21,20:45 - 21:00,12096.90,2051.00,2046.00,2046.00,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,22,21:00 - 21:15,14994.90,2259.40,2214.40,2214.40,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,22,21:15 - 21:30,15086.50,2186.60,2141.60,2141.60,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,22,21:30 - 21:45,15691.00,2155.40,2110.40,2110.40,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,22,21:45 - 22:00,15896.10,2124.40,2079.39,2079.39,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,23,22:00 - 22:15,15955.70,1217.40,1217.40,1217.40,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,23,22:15 - 22:30,16243.10,1218.40,1218.40,1218.40,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,23,22:30 - 22:45,17575.20,1197.10,1197.09,1197.09,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,23,22:45 - 23:00,18010.00,1192.10,1192.10,1192.10,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,24,23:00 - 23:15,18218.10,1192.40,1192.40,1192.40,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,24,23:15 - 23:30,18212.50,1200.90,1200.89,1200.89,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,24,23:30 - 23:45,17901.20,1389.00,1389.00,1389.00,10000.00,,,,,,,,,,,,,,,,,,
27-04-2025,24,23:45 - 24:00,17882.00,1398.20,1398.20,1398.20,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,1,00:00 - 00:15,15546.60,1044.40,1044.40,1044.40,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,1,00:15 - 00:30,14638.00,1050.70,1050.68,1050.68,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,1,00:30 - 00:45,14041.10,1818.10,1278.10,1278.10,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,1,00:45 - 01:00,13375.70,2044.50,1504.50,1504.50,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,2,01:00 - 01:15,12811.60,2600.60,2060.60,2060.60,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,2,01:15 - 01:30,12477.60,2658.60,2118.60,2118.60,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,2,01:30 - 01:45,11595.90,2642.90,2102.90,2102.90,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,2,01:45 - 02:00,11312.30,2705.60,2165.59,2165.59,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,3,02:00 - 02:15,10318.40,2877.70,1928.40,1928.40,8996.40,,,,,,,,,,,,,,,,,,
28-04-2025,3,02:15 - 02:30,10027.30,3019.30,1694.40,1694.40,8993.00,,,,,,,,,,,,,,,,,,
28-04-2025,3,02:30 - 02:45,9892.80,3183.50,1499.80,1499.80,6000.93,,,,,,,,,,,,,,,,,,
28-04-2025,3,02:45 - 03:00,10273.30,3259.50,1576.30,1576.30,6000.66,,,,,,,,,,,,,,,,,,
28-04-2025,4,03:00 - 03:15,10233.70,3246.90,1728.70,1728.70,6000.17,,,,,,,,,,,,,,,,,,
28-04-2025,4,03:15 - 03:30,10140.20,3266.20,1744.00,1744.00,6000.20,,,,,,,,,,,,,,,,,,
28-04-2025,4,03:30 - 03:45,10070.40,3370.00,1825.20,1825.20,5500.97,,,,,,,,,,,,,,,,,,
28-04-2025,4,03:45 - 04:00,9989.90,3420.70,1789.90,1789.90,6000.07,,,,,,,,,,,,,,,,,,
28-04-2025,5,04:00 - 04:15,9666.10,3665.50,2090.80,2090.80,5199.81,,,,,,,,,,,,,,,,,,
28-04-2025,5,04:15 - 04:30,9693.20,3596.60,2086.40,2086.40,5500.06,,,,,,,,,,,,,,,,,,
28-04-2025,5,04:30 - 04:45,9846.20,3534.00,2019.30,2019.30,5500.48,,,,,,,,,,,,,,,,,,
28-04-2025,5,04:45 - 05:00,10045.60,3588.90,2027.10,2027.10,5500.75,,,,,,,,,,,,,,,,,,
28-04-2025,6,05:00 - 05:15,10691.90,3319.30,2812.30,2812.30,8996.00,,,,,,,,,,,,,,,,,,
28-04-2025,6,05:15 - 05:30,11592.50,2923.90,2778.80,2778.80,9499.71,,,,,,,,,,,,,,,,,,
28-04-2025,6,05:30 - 05:45,12162.30,3310.10,3284.39,3284.39,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,6,05:45 - 06:00,12554.40,3542.00,3516.30,3516.30,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,7,06:00 - 06:15,13180.80,3602.80,3590.10,3590.10,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,7,06:15 - 06:30,13246.00,3696.80,3684.10,3684.10,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,7,06:30 - 06:45,12058.40,3935.10,3922.40,3922.40,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,7,06:45 - 07:00,11116.20,4702.40,4377.50,4377.50,5800.92,,,,,,,,,,,,,,,,,,
28-04-2025,8,07:00 - 07:15,9969.10,6195.40,4372.10,4372.10,3930.39,,,,,,,,,,,,,,,,,,
28-04-2025,8,07:15 - 07:30,9488.30,8373.60,4445.60,4445.60,3501.22,,,,,,,,,,,,,,,,,,
28-04-2025,8,07:30 - 07:45,8557.60,9583.40,4149.10,4149.10,3422.67,,,,,,,,,,,,,,,,,,
28-04-2025,8,07:45 - 08:00,8210.00,12485.00,4224.30,4224.30,3174.97,,,,,,,,,,,,,,,,,,
28-04-2025,9,08:00 - 08:15,7501.60,17504.40,4252.30,4252.30,2750.78,,,,,,,,,,,,,,,,,,
28-04-2025,9,08:15 - 08:30,7610.80,19567.80,4538.70,4538.70,2750.01,,,,,,,,,,,,,,,,,,
28-04-2025,9,08:30 - 08:45,7764.60,20915.40,4707.50,4707.50,2750.05,,,,,,,,,,,,,,,,,,
28-04-2025,9,08:45 - 09:00,7484.80,22519.00,4762.90,4762.90,2570.22,,,,,,,,,,,,,,,,,,
28-04-2025,10,09:00 - 09:15,7614.50,23657.70,5068.20,5068.20,2000.54,,,,,,,,,,,,,,,,,,
28-04-2025,10,09:15 - 09:30,7441.30,23743.60,4806.60,4806.60,2400.29,,,,,,,,,,,,,,,,,,
28-04-2025,10,09:30 - 09:45,7320.50,24570.90,4946.90,4946.90,2000.41,,,,,,,,,,,,,,,,,,
28-04-2025,10,09:45 - 10:00,7254.10,25155.00,4915.30,4915.30,2000.30,,,,,,,,,,,,,,,,,,
28-04-2025,11,10:00 - 10:15,6941.70,26435.10,4552.20,4552.20,1769.46,,,,,,,,,,,,,,,,,,
28-04-2025,11,10:15 - 10:30,7044.50,26829.80,4655.80,4655.80,1769.95,,,,,,,,,,,,,,,,,,
28-04-2025,11,10:30 - 10:45,7116.40,28031.60,4697.30,4697.30,1999.63,,,,,,,,,,,,,,,,,,
28-04-2025,11,10:45 - 11:00,7187.50,29505.40,4768.70,4768.70,1999.87,,,,,,,,,,,,,,,,,,
28-04-2025,12,11:00 - 11:15,7017.60,30640.80,4537.40,4537.40,2089.05,,,,,,,,,,,,,,,,,,
28-04-2025,12,11:15 - 11:30,7056.20,31388.40,4575.90,4575.90,2089.03,,,,,,,,,,,,,,,,,,
28-04-2025,12,11:30 - 11:45,7110.50,31017.70,4571.60,4571.60,2395.95,,,,,,,,,,,,,,,,,,
28-04-2025,12,11:45 - 12:00,7128.80,31672.70,4605.60,4605.60,2371.10,,,,,,,,,,,,,,,,,,
28-04-2025,13,12:00 - 12:15,7086.30,31713.00,4611.20,4611.20,2371.94,,,,,,,,,,,,,,,,,,
28-04-2025,13,12:15 - 12:30,7143.70,31830.20,4643.40,4643.40,2395.05,,,,,,,,,,,,,,,,,,
28-04-2025,13,12:30 - 12:45,7187.60,32298.60,4708.30,4708.30,2268.50,,,,,,,,,,,,,,,,,,
28-04-2025,13,12:45 - 13:00,7232.40,32395.80,4752.70,4752.70,2268.04,,,,,,,,,,,,,,,,,,
28-04-2025,14,13:00 - 13:15,7361.20,33296.90,4928.00,4928.00,2132.29,,,,,,,,,,,,,,,,,,
28-04-2025,14,13:15 - 13:30,7476.50,33241.30,5043.90,5043.90,2128.42,,,,,,,,,,,,,,,,,,
28-04-2025,14,13:30 - 13:45,7766.80,31978.20,5313.40,5313.40,2268.01,,,,,,,,,,,,,,,,,,
28-04-2025,14,13:45 - 14:00,8164.50,31633.70,5619.30,5619.30,2371.35,,,,,,,,,,,,,,,,,,
28-04-2025,15,14:00 - 14:15,9028.00,30572.10,6261.40,6261.40,2395.73,,,,,,,,,,,,,,,,,,
28-04-2025,15,14:15 - 14:30,9419.60,30133.80,6479.23,6479.23,2400.25,,,,,,,,,,,,,,,,,,
28-04-2025,15,14:30 - 14:45,10262.20,26740.40,6752.90,6752.90,2698.13,,,,,,,,,,,,,,,,,,
28-04-2025,15,14:45 - 15:00,10631.50,26452.40,6924.40,6924.40,2750.39,,,,,,,,,,,,,,,,,,
28-04-2025,16,15:00 - 15:15,11459.90,22663.10,7231.90,7231.90,2902.05,,,,,,,,,,,,,,,,,,
28-04-2025,16,15:15 - 15:30,11767.40,21832.40,7510.30,7510.30,2902.19,,,,,,,,,,,,,,,,,,
28-04-2025,16,15:30 - 15:45,12231.40,20306.70,7644.70,7644.70,2948.10,,,,,,,,,,,,,,,,,,
28-04-2025,16,15:45 - 16:00,12825.30,20027.50,7866.20,7866.20,3020.04,,,,,,,,,,,,,,,,,,
28-04-2025,17,16:00 - 16:15,12717.00,17401.30,7714.70,7714.70,3020.10,,,,,,,,,,,,,,,,,,
28-04-2025,17,16:15 - 16:30,12935.50,16465.30,7196.20,7196.20,3070.22,,,,,,,,,,,,,,,,,,
28-04-2025,17,16:30 - 16:45,13366.00,15623.80,7109.00,7109.00,3070.84,,,,,,,,,,,,,,,,,,
28-04-2025,17,16:45 - 17:00,13319.70,14500.40,6847.30,6847.30,3174.59,,,,,,,,,,,,,,,,,,
28-04-2025,18,17:00 - 17:15,11959.00,12308.70,5560.20,5560.20,3174.43,,,,,,,,,,,,,,,,,,
28-04-2025,18,17:15 - 17:30,11855.70,10730.40,4954.17,4954.17,3300.66,,,,,,,,,,,,,,,,,,
28-04-2025,18,17:30 - 17:45,11720.70,8685.00,4690.10,4690.10,3451.32,,,,,,,,,,,,,,,,,,
28-04-2025,18,17:45 - 18:00,12048.80,5771.10,4119.70,4119.70,3845.65,,,,,,,,,,,,,,,,,,
28-04-2025,19,18:00 - 18:15,11905.60,5894.60,4912.30,4912.30,3600.59,,,,,,,,,,,,,,,,,,
28-04-2025,19,18:15 - 18:30,12261.20,3895.50,3719.60,3719.60,5200.73,,,,,,,,,,,,,,,,,,
28-04-2025,19,18:30 - 18:45,12901.60,3275.50,3201.50,3201.50,9676.00,,,,,,,,,,,,,,,,,,
28-04-2025,19,18:45 - 19:00,13811.00,2077.00,2005.98,2005.98,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,20,19:00 - 19:15,19532.00,1078.60,1078.59,1078.59,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,20,19:15 - 19:30,20232.20,1074.80,1074.80,1074.80,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,20,19:30 - 19:45,21830.50,1066.90,1066.90,1066.90,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,20,19:45 - 20:00,21856.20,1085.70,1085.70,1085.70,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,21,20:00 - 20:15,21191.80,911.40,911.39,911.39,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,21,20:15 - 20:30,21247.30,924.30,924.30,924.30,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,21,20:30 - 20:45,21203.30,871.90,871.90,871.90,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,21,20:45 - 21:00,21557.50,897.90,897.90,897.90,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,22,21:00 - 21:15,23102.20,921.10,921.09,921.09,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,22,21:15 - 21:30,22963.80,901.90,901.90,901.90,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,22,21:30 - 21:45,22914.30,906.30,906.30,906.30,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,22,21:45 - 22:00,23486.30,886.90,886.89,886.89,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,23,22:00 - 22:15,26670.20,814.90,814.89,814.89,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,23,22:15 - 22:30,27749.90,820.10,820.09,820.09,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,23,22:30 - 22:45,31913.50,789.20,789.20,789.20,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,23,22:45 - 23:00,33574.70,768.80,768.80,768.80,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,24,23:00 - 23:15,34048.20,762.50,762.47,762.47,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,24,23:15 - 23:30,33977.00,767.90,767.88,767.88,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,24,23:30 - 23:45,32865.90,771.20,771.17,771.17,10000.00,,,,,,,,,,,,,,,,,,
28-04-2025,24,23:45 - 24:00,32016.30,779.80,779.79,779.79,10000.00,,,,,,,,,,,,,,,,,,
29-04-2025,1,00:00 - 00:15,12994.50,2303.70,1788.70,1788.70,10000.00,,,,,,,,,,,,,,,,,,
29-04-2025,1,00:15 - 00:30,12381.80,2180.80,1665.80,1665.80,10000.00,,,,,,,,,,,,,,,,,,
29-04-2025,1,00:30 - 00:45,11869.90,2336.70,1821.69,1821.69,10000.00,,,,,,,,,,,,,,,,,,
29-04-2025,1,00:45 - 01:00,11483.90,2627.20,2112.18,2112.18,10000.00,,,,,,,,,,,,,,,,,,
29-04-2025,2,01:00 - 01:15,10993.80,3010.50,2493.50,2493.50,10000.00,,,,,,,,,,,,,,,,,,
29-04-2025,2,01:15 - 01:30,10617.20,3505.70,2502.70,2502.70,7200.75,,,,,,,,,,,,,,,,,,
29-04-2025,2,01:30 - 01:45,10331.00,4122.30,2373.80,2373.80,6500.00,,,,,,,,,,,,,,,,,,
29-04-2025,2,01:45 - 02:00,10332.00,4303.70,2511.80,2511.80,6499.22,,,,,,,,,,,,,,,,,,
29-04-2025,3,02:00 - 02:15,10749.30,4910.20,2870.40,2870.40,5500.31,,,,,,,,,,,,,,,,,,
29-04-2025,3,02:15 - 02:30,10924.30,5081.40,2972.50,2972.50,5500.43,,,,,,,,,,,,,,,,,,
29-04-2025,3,02:30 - 02:45,10990.20,5254.60,3016.20,3016.20,5500.37,,,,,,,,,,,,,,,,,,
29-04-2025,3,02:45 - 03:00,11200.40,5417.70,3119.80,3119.80,5500.42,,,,,,,,,,,,,,,,,,
29-04-2025,4,03:00 - 03:15,11098.00,6620.50,3654.80,3654.80,4999.79,,,,,,,,,,,,,,,,,,
29-04-2025,4,03:15 - 03:30,11055.20,6897.70,3673.10,3673.10,4999.31,,,,,,,,,,,,,,,,,,
29-04-2025,4,03:30 - 03:45,10984.90,7091.20,3655.70,3655.70,4600.65,,,,,,,,,,,,,,,,,,
29-04-2025,4,03:45 - 04:00,10935.90,7027.60,3643.00,3643.00,4999.03,,,,,,,,,,,,,,,,,,
